Index,0 [UBYTE] [0x90],1 [UBYTE] [0x91],2 [UBYTE] [0x92],3 [UBYTE] [0x93],4 [UBYTE] [0x94],5 [BBOOL] [0xA1],6 [BBOOL] [0xA1],7 [BBOOL] [0xA1],8 [USHORT] [0x88],9 [UBYTE] [0x95],10 [UBYTE] [0x96],11 [UBYTE] [0x97],12 [UBYTE] [0x98],13 [BBOOL] [0xA1],14 [UBYTE] [0x99],15 [UBYTE] [0x9A],16 [UBYTE] [0x9B],17 [UBYTE] [0x9C],18 [STRING] [0x0],19 [USHORT] [0x8A],20 [USHORT] [0x8C],21 [UINT] [0x5C],22 [UBYTE] [0x9D],23 [UBYTE] [0x9E],24 [BBOOL] [0xA1],25 [UINT] [0x60],26 [BBOOL] [0xA1],27 [UBYTE] [0x9F],28 [UINT] [0x64],29 [UINT] [0x68],30 [UINT] [0x6C],31 [UINT] [0x70],32 [UINT] [0x74],33 [UINT] [0x78],34 [UINT] [0x7C],35 [USHORT] [0x8E],36 [BBOOL] [0xA1],37 [UINT] [0x4],38 [UINT] [0x8],39 [USHORT] [0x30],40 [USHORT] [0x32],41 [UINT] [0xC],42 [USHORT] [0x34],43 [USHORT] [0x36],44 [USHORT] [0x38],45 [UINT] [0x10],46 [UINT] [0x14],47 [UINT] [0x18],48 [UINT] [0x1C],49 [UINT] [0x20],50 [USHORT] [0x3A],51 [USHORT] [0x3C],52 [USHORT] [0x3E],53 [USHORT] [0x40],54 [USHORT] [0x42],55 [USHORT] [0x44],56 [USHORT] [0x46],57 [USHORT] [0x48],58 [USHORT] [0x4A],59 [USHORT] [0x4C],60 [USHORT] [0x4E],61 [USHORT] [0x50],62 [USHORT] [0x52],63 [USHORT] [0x54],64 [USHORT] [0x56],65 [UINT] [0x24],66 [UINT] [0x28],67 [UINT] [0x2C],68 [UBYTE] [0x58],69 [BYTE] [0xA0],70 [INT] [0x84],71 [UINT] [0x80],72 [BBOOL] [0xA1],73 [BBOOL] [0xA2]
20013,0,4,0,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"究极神兵破坏作战",150,18,403,61,0,true,0,true,1,348,112032,0,0,0,4044,4050,300,false,0,0,75,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,100,-1,1,0,true,true
20014,0,4,0,0,0,true,true,false,15,50,50,4,1,false,1,1,1,1,"泰坦讨伐战",157,18,0,0,0,true,0,true,1,509,112018,0,0,0,3800,3805,9999,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,false
20015,1,4,0,0,0,true,true,false,15,60,60,8,1,false,2,2,2,2,"利维亚桑重生战",311,18,0,0,0,true,0,true,1,353,112104,0,0,0,9000,9007,9997,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,false
20016,1,4,0,0,0,true,true,false,15,60,60,8,1,false,2,2,2,2,"欢庆之战",310,18,0,0,0,true,0,true,1,354,112103,0,0,0,8400,8408,9998,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,false
20017,0,4,6,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"利维亚桑歼灭战",203,18,470,60,0,true,0,true,1,281,112051,0,0,0,5200,5205,204,false,0,0,75,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,-1,2,0,true,true
20018,0,4,0,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"利维亚桑歼殛战",203,18,526,80,0,true,0,true,1,359,112052,0,0,0,5200,5207,305,false,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,100,-1,1,0,true,true
20019,0,4,6,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"死化奇美拉讨伐战",36,18,502,52,0,true,0,true,1,368,112053,0,0,0,0,0,100,false,0,0,50,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,-1,2,0,true,true
20020,0,4,6,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"海德拉讨伐战",36,18,503,52,0,true,0,true,1,369,112055,0,0,0,0,0,101,false,0,0,50,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,-1,2,0,true,true
20021,0,4,6,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"大桥上的决斗",201,18,512,50,0,true,4630934,true,2,366,112054,0,0,0,5501,5513,102,false,0,0,50,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,-1,0,0,true,true
20022,0,4,6,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"拉姆歼灭战",221,18,561,65,0,true,0,true,1,374,112062,0,0,0,6200,6205,205,false,0,0,75,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,-1,2,0,true,true
20023,0,4,0,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"拉姆歼殛战",221,18,563,85,0,true,0,true,1,375,112063,0,0,0,6200,6205,306,false,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,100,-1,1,0,true,true
20024,0,4,6,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"希瓦歼灭战",230,18,622,80,0,true,0,true,1,377,112073,0,0,0,7100,7104,206,false,0,0,75,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,30,-1,2,0,true,true
20025,0,4,0,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"希瓦歼殛战",230,18,643,95,0,true,0,true,1,378,112074,0,0,0,7100,7104,307,false,0,0,100,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,-1,1,0,true,true
20026,0,4,6,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"艾玛吉娜杯斗技大会决赛",232,18,645,80,0,true,0,true,1,142,112075,0,0,0,7600,7603,103,false,0,0,75,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,-1,0,0,true,true
20027,0,4,0,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"奥丁歼灭战",227,18,735,95,0,true,0,true,1,394,112065,0,0,0,0,0,104,false,0,0,80,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,100,-1,0,0,true,true
20028,0,4,6,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"皇都伊修加德保卫战",254,18,745,90,0,true,0,true,1,143,112082,0,0,0,8000,8029,6,false,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-1,0,0,true,true
20029,0,4,6,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"那布里亚勒斯讨伐战",173,18,777,90,0,true,0,true,1,426,112081,0,0,0,7800,7806,5,false,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,-1,0,0,true,true
20030,0,4,6,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"无限城的死斗",242,18,766,90,0,true,0,true,2,396,112080,0,0,0,7900,7907,105,false,0,0,80,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,-1,0,0,true,true
20031,1,4,6,0,0,true,false,false,60,53,54,8,1,false,2,2,2,2,"罗波那歼灭战",310,18,1023,0,0,true,0,true,1,432,112103,0,0,0,8400,8408,400,false,3000,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,30,-1,0,0,true,true
20032,1,4,0,0,0,true,false,false,60,60,60,8,1,false,2,2,2,2,"罗波那歼殛战",310,18,1017,170,0,true,0,true,1,446,112107,0,0,0,8400,8408,404,false,0,0,0,40,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,100,-1,1,0,true,true
20033,1,4,6,0,0,true,false,false,60,57,58,8,1,false,2,2,2,2,"俾斯麦歼灭战",311,18,1014,0,0,true,0,true,1,436,112104,0,0,0,9000,9007,401,false,3000,11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,30,-1,0,0,true,true
20034,1,4,0,0,0,true,false,false,60,60,60,8,1,false,2,2,2,2,"俾斯麦歼殛战",311,18,1024,160,0,true,0,true,1,447,112105,0,0,0,9000,9007,403,false,0,0,0,30,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,100,-1,1,0,true,true
20035,1,4,6,0,0,true,false,false,60,60,60,8,1,false,2,2,2,2,"圆桌骑士歼灭战",312,18,903,142,0,true,0,true,1,437,112106,0,0,0,8800,8807,402,false,0,0,0,20,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,-1,0,0,true,true
20036,0,0,0,0,0,true,false,false,60,1,0,4,1,false,0,0,0,0,"",0,18,0,0,0,false,0,true,1,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
30000,0,0,0,0,0,true,false,false,60,1,0,4,1,false,0,0,0,0,"",0,18,0,0,0,false,0,true,1,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
30001,0,1,0,0,0,false,false,true,120,50,50,8,3,false,2,2,2,2,"水晶塔 古代人迷宫",180,18,409,50,0,true,4317125,true,4,174,112033,0,0,0,4700,4708,1,true,0,0,50,0,0,40,0,0,0,0,0,0,0,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,false
30002,0,1,0,0,0,true,true,false,90,50,50,8,1,false,2,2,2,2,"巴哈姆特大迷宫 邂逅之章1",146,18,375,70,0,true,4293363,true,2,241,112043,0,0,1466,4100,4101,4,false,0,0,100,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,6,0,true,true
30003,0,1,0,0,0,true,true,false,90,50,50,8,1,false,2,2,2,2,"巴哈姆特大迷宫 邂逅之章2",147,18,380,73,0,true,4294907,true,1,242,112044,0,0,1459,0,0,5,false,0,0,100,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,6,0,true,true
30004,0,1,0,0,0,true,true,false,90,50,50,8,1,false,2,2,2,2,"巴哈姆特大迷宫 邂逅之章3",146,18,382,70,0,true,4294864,true,1,243,112045,0,0,0,4200,4201,6,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
30005,0,1,0,0,0,true,true,false,90,50,50,8,1,false,2,2,2,2,"巴哈姆特大迷宫 邂逅之章4",146,18,0,77,0,true,4374569,true,1,244,112046,0,0,0,4300,4300,7,false,0,0,100,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,6,0,true,true
30006,0,1,0,0,0,true,true,false,90,50,50,8,1,false,2,2,2,2,"巴哈姆特大迷宫 邂逅之章5",146,18,385,82,0,true,4294951,true,1,245,112047,0,0,1482,0,0,8,false,0,0,100,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,6,0,true,true
30007,0,1,0,0,0,true,true,false,90,50,50,8,1,false,2,2,2,2,"巴哈姆特大迷宫 入侵之章1",202,18,476,90,0,true,4616593,true,1,355,112038,0,0,2609,5600,5600,9,false,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,6,0,true,true
30008,0,1,0,0,0,true,true,false,90,50,50,8,1,false,2,2,2,2,"巴哈姆特大迷宫 入侵之章2",202,18,0,95,0,true,4646974,true,1,356,112039,0,0,2610,5700,5700,10,false,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,6,0,true,true
30009,0,1,0,0,0,true,true,false,90,50,50,8,1,false,2,2,2,2,"巴哈姆特大迷宫 入侵之章3",202,18,485,100,0,true,4649327,true,1,357,112040,0,0,2611,5800,5800,11,false,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,6,0,true,true
30010,0,1,0,0,0,true,true,false,90,50,50,8,1,false,2,2,2,2,"巴哈姆特大迷宫 入侵之章4",198,18,489,105,0,true,0,true,1,358,112041,0,0,2612,5900,5905,12,false,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,6,0,true,true
30011,0,1,0,0,0,false,false,true,120,50,50,8,3,false,1,2,2,3,"水晶塔 希尔科斯塔",218,18,550,70,0,true,4723161,true,4,372,112061,0,0,2824,6300,6325,2,true,0,0,50,0,0,40,0,0,0,0,0,0,0,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,false
30012,0,1,0,0,1,true,true,false,90,50,50,8,1,false,2,2,2,2,"巴哈姆特零式大迷宫 入侵之章1",202,18,596,0,0,true,4616593,false,1,380,112038,0,0,2609,5600,5600,13,false,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
30013,0,1,0,0,1,true,true,false,90,50,50,8,1,false,2,2,2,2,"巴哈姆特零式大迷宫 入侵之章2",202,18,0,0,0,true,4646974,false,1,381,112039,0,0,2610,5700,5700,14,false,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
30014,0,1,0,0,1,true,true,false,90,50,50,8,1,false,2,2,2,2,"巴哈姆特零式大迷宫 入侵之章3",202,18,598,0,0,true,4649327,false,1,382,112040,0,0,2611,5800,5800,15,false,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
30015,0,1,0,0,1,true,true,false,90,50,50,8,1,false,2,2,2,2,"巴哈姆特零式大迷宫 入侵之章4",198,18,599,0,0,true,0,false,1,383,112041,0,0,2612,5900,5905,16,false,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
30016,0,1,0,0,0,true,true,false,90,50,50,8,1,false,2,2,2,2,"巴哈姆特大迷宫 真源之章1",146,18,631,110,0,true,4894217,true,1,193,112069,0,0,3192,6900,6900,17,false,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,6,0,true,true
30017,0,1,0,0,0,true,true,false,90,50,50,8,1,false,2,2,2,2,"巴哈姆特大迷宫 真源之章2",202,18,658,115,0,true,4895391,true,1,194,112070,0,0,3197,7000,7000,18,false,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,6,0,true,true
30018,0,1,0,0,0,true,true,false,90,50,50,8,1,false,2,2,2,2,"巴哈姆特大迷宫 真源之章3",236,18,634,120,0,true,0,true,1,195,112071,0,0,3204,0,0,19,false,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,6,0,true,true
30019,0,1,0,0,0,true,true,false,90,50,50,8,1,false,2,2,2,2,"巴哈姆特大迷宫 真源之章4",240,18,638,123,0,true,0,true,1,196,112072,0,0,3210,7200,7205,20,false,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,6,0,true,true
30020,0,1,0,0,0,false,false,true,120,50,50,8,3,false,1,2,3,2,"水晶塔 暗之世界",247,18,774,90,0,true,5032239,true,4,151,112079,0,0,0,7400,7418,3,true,0,0,50,0,0,40,0,0,0,0,0,0,0,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,100,-1,0,0,false,false
30021,1,1,0,1,0,true,false,false,90,60,60,8,1,false,2,2,2,2,"亚历山大机神城 启动之章1",323,18,998,170,0,true,5787758,true,2,442,112095,0,0,3747,9200,9202,40,false,0,0,0,40,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
30022,1,1,0,1,0,true,false,false,90,60,60,8,1,false,2,2,2,2,"亚历山大机神城 启动之章2",323,18,1001,170,0,true,5787830,true,1,443,112096,0,0,0,9300,9308,41,false,0,0,0,40,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
30023,1,1,0,1,0,true,false,false,90,60,60,8,1,false,2,2,2,2,"亚历山大机神城 启动之章3",323,18,1004,170,0,true,5787952,true,1,444,112097,0,0,3765,9400,9401,42,false,0,0,0,40,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
30024,1,1,0,1,0,true,false,false,90,60,60,8,1,false,2,2,2,2,"亚历山大机神城 启动之章4",327,18,1007,170,0,true,0,true,1,445,112098,0,0,3772,0,0,43,false,0,0,0,40,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
30025,1,1,0,0,1,true,false,false,90,60,60,8,1,false,2,2,2,2,"亚历山大零式机神城 启动之章1",323,18,1027,0,0,false,5911087,false,2,449,112099,0,0,3747,9201,9202,44,false,0,0,0,100,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,100,-1,0,0,true,true
30026,1,1,0,0,1,true,false,false,90,60,60,8,1,false,2,2,2,2,"亚历山大零式机神城 启动之章2",323,18,1030,0,0,false,5908675,false,1,450,112100,0,0,0,9303,9308,45,false,0,0,0,100,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,100,-1,0,0,true,true
30027,1,1,0,0,1,true,false,false,90,60,60,8,1,false,2,2,2,2,"亚历山大零式机神城 启动之章3",323,18,1032,0,0,false,5911896,false,1,451,112101,0,0,3765,9400,9401,46,false,0,0,0,100,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,100,-1,0,0,true,true
30028,1,1,0,0,1,true,false,false,90,60,60,8,1,false,2,2,2,2,"亚历山大零式机神城 启动之章4",327,18,1034,0,0,false,0,false,1,452,112102,0,0,3772,0,0,47,false,0,0,0,100,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,100,-1,0,0,true,true
30029,0,0,0,0,0,true,false,false,60,1,0,4,1,false,0,0,0,0,"",0,18,0,0,0,false,0,true,1,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
40000,0,0,0,0,0,true,false,false,60,1,0,4,1,false,0,0,0,0,"",0,18,0,0,0,false,0,true,1,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
40001,0,5,0,0,0,false,false,false,30,30,30,4,2,true,1,1,1,1,"狼狱水上竞技场",1082,18,0,0,0,true,0,false,1,175,112024,0,0,0,0,0,1,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,false
40002,0,5,0,0,0,false,false,false,30,40,40,4,2,true,1,1,1,1,"狼狱水上竞技场",1082,18,0,0,0,true,0,false,1,336,112024,0,0,0,0,0,2,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,40001,false,false
40003,0,5,0,0,2,false,false,false,30,50,50,4,2,true,1,1,1,1,"狼狱水上竞技场（随机组队专用）",1082,18,0,0,0,true,0,false,1,337,112024,0,0,0,0,0,3,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,40001,false,false
40004,0,5,0,0,1,false,false,false,30,50,50,4,2,true,1,1,1,1,"狼狱水上竞技场（固定队专用）",1111,18,0,0,0,true,0,false,1,352,112024,0,0,0,0,0,4,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,40001,false,false
40005,0,5,0,0,2,false,false,false,30,50,50,4,2,true,1,1,1,1,"狼狱水上竞技场（随机组队专用）",1082,18,0,0,80,true,0,false,1,184,112024,0,0,0,0,0,5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,40001,false,false
40006,0,5,0,0,1,false,false,false,30,50,50,4,2,true,1,1,1,1,"狼狱水上竞技场（固定队专用）",1111,18,0,0,80,true,0,false,1,186,112024,0,0,0,0,0,6,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,40001,false,false
40007,0,0,0,0,0,true,false,false,60,1,0,4,1,false,0,0,0,0,"",0,18,0,0,0,false,0,true,1,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
50000,0,0,0,0,0,true,false,false,60,1,0,4,1,false,0,0,0,0,"",0,18,0,0,0,false,0,true,1,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
50001,0,6,7,0,0,false,false,true,30,50,50,8,9,false,0,0,0,0,"周边遗迹群(阵地战)",0,18,0,0,80,true,0,true,1,376,112064,0,0,0,0,0,7,false,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,false,false
50002,0,6,0,0,0,false,false,true,20,50,50,8,9,false,0,0,0,0,"★加尔提诺平原 周边遗迹群",0,18,0,0,80,true,0,true,1,149,112064,0,0,0,0,0,999,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,false
50003,0,6,7,0,0,false,false,true,15,50,50,8,9,false,0,0,0,0,"周边遗迹群(对攻战)",0,18,0,0,80,true,0,true,1,422,112064,0,0,0,0,0,8,false,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,50001,false,false
50004,1,6,7,0,0,false,false,true,20,60,60,8,9,false,0,0,0,0,"尘封秘岩(争夺战)",0,18,0,150,150,true,0,true,1,431,112108,0,0,0,8900,8900,20,false,0,0,0,0,0,0,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,50001,false,false
50005,0,0,0,0,0,true,false,false,60,1,0,4,1,false,0,0,0,0,"",0,18,0,0,0,false,0,true,1,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
65000,0,2,0,0,0,true,false,false,60,1,0,4,1,false,0,0,0,0,"七层地狱",0,18,0,0,0,false,0,true,1,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
65001,0,2,0,0,0,true,false,false,60,1,0,8,9,false,2,2,2,2,"",0,18,0,0,0,true,0,true,1,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
